"aluno_id","escola_id","tamanho_escola","grupo","horas_estudo","desempenho"
128,3,94,"A",12.3,59.8668004402735
129,3,94,"A",18.7,81.7180453399456
130,3,94,"B",11.1,61.6995592729386
131,3,94,"B",23,79.0605008678031
132,3,94,"A",14.8,75.5136494567793
133,3,94,"B",16,76.9314182859754
134,3,94,"B",12.2,66.3087466840365
135,3,94,"A",12.9,63.4593646038182
136,3,94,"A",9.9,66.4020460434789
137,3,94,"B",14.4,71.2099697449593
138,3,94,"A",16.8,82.8760038389836
139,3,94,"A",16.4,69.5433285127402
140,3,94,"A",12,67.015460207861
141,3,94,"B",12,86.1662657344176
142,3,94,"A",13.1,59.3786685949612
143,3,94,"A",21.1,84.1880113788821
144,3,94,"A",10.6,69.1852041138488
145,3,94,"A",14.4,68.0088760008932
146,3,94,"A",22.8,78.5225914957701
147,3,94,"A",14.7,60.3923675116756
148,3,94,"A",9.7,53.2092283999677
149,3,94,"A",12.5,66.6378344758343
150,3,94,"A",17.1,85.6722944723664
151,3,94,"A",13.6,70.829661472789
152,3,94,"A",12.9,81.7157576569957
153,3,94,"B",13.8,65.8821096898833
154,3,94,"A",15.5,77.8788208018505
155,3,94,"A",21.5,83.2451888466868
156,3,94,"A",14.8,75.1012007273778
157,3,94,"A",19.5,80.8932123032714
158,3,94,"A",17.7,82.7718205889653
159,3,94,"A",14.7,71.9881453484775
160,3,94,"A",9,71.2480187929837
161,3,94,"A",13.1,73.5714793394579
162,3,94,"B",13.2,69.7237014373307
163,3,94,"B",15.3,72.0475200996978
164,3,94,"B",20.4,70.3866303104477
165,3,94,"A",24.3,81.2611952078468
166,4,45,"A",21.4,79.993539496163
167,4,45,"A",14.7,79.5350744725539
168,4,45,"A",8.2,68.6305521523718
169,4,45,"B",13.6,63.9497998977878
170,4,45,"A",15.6,69.5894182136703
171,4,45,"A",18.6,91.7971151922156
172,4,45,"A",19.1,67.3498632424303
173,4,45,"B",17.9,78.2848165054139
174,4,45,"A",9.6,66.6212476765967
175,4,45,"A",18.6,73.8863742127384
176,4,45,"B",13.4,59.1200763273663
177,4,45,"B",15.9,70.701860390991
178,4,45,"A",15.5,94.7581946445546
179,4,45,"A",16.9,74.4718657798156
180,4,45,"A",15.3,71.1650322703587
181,4,45,"B",8.5,64.1849354263022
182,4,45,"B",18.1,67.7994724783376
183,4,45,"A",16.7,81.0595722175991
184,4,45,"A",14.1,76.9051688238628
185,4,45,"A",15.7,70.7648385967644
186,4,45,"A",15.7,74.0246707674752
187,4,45,"A",16.1,70.1096921753262
188,4,45,"A",21.8,88.219133851419
189,4,45,"A",14.3,58.1797698134216
190,4,45,"A",15.9,72.0719920141301
191,4,45,"B",19.9,84.8373732413254
192,4,45,"B",19.4,92.598691506756
193,4,45,"B",19.8,72.4319879879351
194,4,45,"A",12.9,60.4010232291211
195,4,45,"A",23.2,83.9343119194774
196,4,45,"A",15.5,72.7898461157714
197,4,45,"A",22.7,90.1143380153233
198,4,45,"A",9.8,63.7848951438905
199,4,45,"B",15.3,68.3578537325635
200,4,45,"B",20.2,95.4195139621109
201,4,45,"A",12.3,65.8167756800683
202,4,45,"A",12.2,75.3470227454509
203,4,45,"A",11.4,73.0553307012742
204,4,45,"A",11,62.9820583392975
205,4,45,"A",13.5,83.5494908670059
206,4,45,"A",16.5,65.5036108260085
207,4,45,"B",7.1,53.148090089758
208,4,45,"A",16,83.3369743923585
209,4,45,"B",20.1,67.6903340844641
210,4,45,"A",23.4,90.1988575910734
211,5,46,"B",20.5,82.3295961237327
212,5,46,"A",18.3,83.3657865661016
213,5,46,"B",8.3,68.7014871385615
214,5,46,"A",12.8,63.8755926481152
215,5,46,"B",13.8,65.2246215247761
216,5,46,"B",18.1,83.6643649086371
217,5,46,"B",14.8,79.30707221067
218,5,46,"A",10.2,56.3906261321074
219,5,46,"A",22,73.1448664454757
220,5,46,"B",18.9,69.7527214320855
221,5,46,"B",16.2,74.1817675176845
222,5,46,"B",20.1,79.9815170889075
223,5,46,"B",9.9,83.4707350742251
224,5,46,"B",17.9,81.1506289421571
225,5,46,"A",13.2,68.5925298987227
226,5,46,"A",18,72.7764784040046
227,5,46,"A",15,68.2195482103937
228,5,46,"B",17.8,71.741029975242
229,5,46,"A",20.6,72.1468227633242
230,5,46,"A",15.3,74.348115287875
231,5,46,"A",19.3,53.4365111485198
232,5,46,"A",10.5,56.3944460650658
233,5,46,"A",12.4,76.5325079987739
234,5,46,"A",21.3,83.1435754266769
235,5,46,"A",16.8,79.6370485633867
236,5,46,"A",7,55.7824743801313
237,5,46,"A",9.8,75.9765164256516
238,5,46,"A",14.4,69.2204505806389
239,5,46,"B",18.7,82.7488385043964
240,5,46,"A",14.8,72.3093862137491
241,5,46,"B",17.7,80.3827561350121
242,5,46,"A",19.1,75.1183691797752
243,5,46,"A",21.9,92.8020624439676
244,5,46,"A",15.5,69.1089301245557
245,5,46,"A",15,95.3794930707158
246,5,46,"A",8.2,61.006170119492
247,5,46,"B",15.6,74.409011950446
248,5,46,"B",13,64.5388511779835
249,5,46,"A",11.4,72.9642290000566
250,5,46,"A",14.5,73.2610358407613
251,5,46,"A",19.3,84.0326506019065
252,5,46,"A",7.3,66.6553656743611
253,5,46,"B",13.5,64.0988980684063
254,5,46,"B",15.7,80.1569310157849
255,5,46,"B",11.7,58.0309009775879
256,5,46,"B",16.6,76.1269042277651
257,6,102,"A",16.9,82.6509773388567
258,6,102,"B",15.2,60.0682845991205
259,6,102,"B",5.4,54.5688031312582
260,6,102,"B",25.6,85.1763123780184
261,6,102,"A",14.5,55.2515782546971
262,6,102,"A",17.9,75.2294809904134
263,6,102,"A",16.4,85.8607095165639
264,6,102,"A",19.4,67.8408474480381
265,6,102,"A",18.6,69.1043863666601
266,6,102,"A",14.5,68.6053960555411
267,6,102,"A",16.8,74.7242956449006
268,6,102,"B",11.5,68.0894032580579
269,6,102,"A",18.7,79.5619617447864
270,6,102,"B",13.5,68.024380387618
271,6,102,"B",25,106.373575338838
272,6,102,"B",8.7,59.4689236891985
273,6,102,"B",13.4,59.4171464016892
274,6,102,"B",18.6,65.3817481118863
275,6,102,"B",17.3,74.3541635431429
276,6,102,"A",12.9,65.0325302674619
277,6,102,"A",11.3,75.3465497628372
278,6,102,"A",15.9,72.352468547344
279,6,102,"B",15.2,73.433616477437
280,6,102,"A",8.1,49.2087760081904
281,6,102,"A",15.4,71.1804961334752
282,6,102,"B",16.1,71.9749046111761
283,6,102,"B",16,62.7757079278121
284,6,102,"B",11.1,59.346386799772
285,6,102,"B",17.2,68.8144675624857
286,6,102,"A",20.8,87.8175454227423
287,6,102,"A",17.1,80.1142150601136
288,6,102,"B",10.8,71.7553995998008
289,6,102,"A",13.6,81.6465722458721
290,6,102,"B",16.7,72.4788432759533
291,6,102,"A",12.7,78.5144552812101
292,6,102,"A",6.7,57.9241226111872
293,6,102,"A",18.8,87.4494389475356
294,6,102,"A",12,57.9756318072396
295,6,102,"B",13,64.6663763132504
296,6,102,"A",21.3,89.2573276861294
297,6,102,"B",12.2,81.5596507829828
298,6,102,"A",18.7,77.738979329324
299,6,102,"A",10.3,62.7996683825273
300,6,102,"A",13.9,75.8585347265745
301,6,102,"A",15,71.5348513231852
302,6,102,"B",10.6,66.009005587076
303,6,102,"B",12.8,71.2177078755749
304,6,102,"B",15.2,81.5160491195824
305,6,102,"A",18,68.4754727986703
306,6,102,"A",8.7,59.5199615293598
307,6,102,"B",13.9,75.6525571712959
308,6,102,"A",18.3,60.2999367977759
309,6,102,"A",13.1,80.013545229464
310,6,102,"A",16.2,69.1112023918947
311,6,102,"B",17.3,67.5951002152819
312,6,102,"A",16.4,75.940610697906
313,6,102,"B",17.9,94.7202193087323
314,6,102,"A",14.8,66.8217445362812
315,6,102,"A",13.6,58.4430694476394
316,6,102,"A",4.7,55.984719212286
317,6,102,"B",14.9,81.711870270925
318,6,102,"A",17,73.2831176968067
319,6,102,"B",17.4,80.8978851573597
320,6,102,"A",13.1,78.9028725207821
321,6,102,"B",22.4,69.889305281946
322,6,102,"A",16.4,79.4005918027565
323,6,102,"B",15.8,69.5634219669741
324,6,102,"B",20.4,80.1232603130591
325,6,102,"A",12.4,86.5600817011438
326,6,102,"A",13.5,72.2681466309014
327,6,102,"A",24.9,93.8362312038992
328,6,102,"A",15.3,65.0327379736336
329,6,102,"A",21.8,86.1414217995031
330,6,102,"B",9.5,63.2614551343308
331,6,102,"B",14.5,69.8945652983678
332,6,102,"A",16.8,79.6635812559623
333,6,102,"A",16.5,62.7156370422293
334,6,102,"A",11.3,78.0742221522319
335,6,102,"A",15.4,91.3610880501459
336,6,102,"B",11,62.9703953537607
337,6,102,"A",18.2,81.4504365907114
338,6,102,"B",19.6,95.830889214144
339,6,102,"A",6.4,52.5435272216035
340,6,102,"A",20.2,80.6770118352847
341,6,102,"A",10.3,83.919077089837
342,6,102,"A",17.1,68.2479162450314
343,6,102,"B",17.9,84.4938305721903
344,6,102,"A",14.5,75.5380080820273
345,6,102,"A",12.7,66.1449643444952
346,6,102,"B",16,76.8948294278513
347,6,102,"B",17.1,72.9924632648486
348,6,102,"A",18.8,84.2830772725173
349,6,102,"B",7.1,56.5734441182805
350,6,102,"B",8.8,49.14278143066
351,6,102,"A",21,88.005581742449
352,6,102,"A",19.5,88.3086185670705
353,6,102,"B",17,76.3923117078369
354,6,102,"A",18.2,70.6589868882916
355,6,102,"B",19,74.6392798982242
356,6,102,"B",4.7,46.5125254920554
357,6,102,"A",19.7,68.4509918820654
358,6,102,"A",13.4,79.1591476276219
359,7,54,"A",16.3,57.9818837851036
360,7,54,"A",14.2,75.7695479926462
361,7,54,"A",18.8,75.1265997755401
362,7,54,"A",14,60.3947555584641
363,7,54,"A",17.4,74.2399399233702
364,7,54,"B",13.8,69.1875896052993
365,7,54,"A",11,76.1184134148032
366,7,54,"B",20.2,99.490665863601
367,7,54,"A",18.3,92.033271932794
368,7,54,"A",22.2,96.3159317138288
369,7,54,"B",15.6,86.3270908751031
370,7,54,"A",19.9,87.2798831736502
371,7,54,"B",23.3,81.3138686613221
372,7,54,"B",14.2,72.6693833969091
373,7,54,"B",10.1,52.9052379271586
374,7,54,"B",14.4,65.3773385931757
375,7,54,"A",14.5,64.7657238816527
376,7,54,"A",16,65.2786295809251
377,7,54,"B",22.2,94.6012471332137
378,7,54,"B",14,75.0003837008735
379,7,54,"A",16.8,77.3160564378494
380,7,54,"A",14.4,71.5093869761407
381,7,54,"B",15.4,80.9874823332521
382,7,54,"A",16.6,81.9771021487872
383,7,54,"B",20.7,73.8111050913667
384,7,54,"B",15.8,57.6694051885245
385,7,54,"A",18.2,67.8722045035765
386,7,54,"B",18.5,73.7910310477693
387,7,54,"A",19,78.474056545072
388,7,54,"A",13.1,81.6772466149088
389,7,54,"A",21.9,87.9281546790003
390,7,54,"B",13.8,76.1835573488597
391,7,54,"B",14.9,78.8338263965636
392,7,54,"B",21,80.4565938639167
393,7,54,"B",20.5,72.1573346651272
394,7,54,"B",11,59.3196539623528
395,7,54,"A",11.9,56.9921549410905
396,7,54,"A",9.9,54.5084175505209
397,7,54,"B",16.1,62.012341549364
398,7,54,"B",16,80.8734082459504
399,7,54,"A",16.8,65.4830597297882
400,7,54,"A",17.6,81.35244304531
401,7,54,"A",12.9,88.113039445434
402,7,54,"A",11.4,65.5157767001186
403,7,54,"B",19.5,77.7779386313893
404,7,54,"B",18.4,84.3099002220479
405,7,54,"B",9.3,63.833939632092
406,7,54,"B",15,66.3893341471572
407,7,54,"B",11.8,56.3436932611927
408,7,54,"A",7.1,61.3964949559304
409,7,54,"B",16,70.582795975737
410,7,54,"A",15,75.6389397440802
411,7,54,"A",15,74.7561107058927
412,7,54,"B",16.2,84.6842271665593
413,8,23,"A",18.9,83.1517507136403
414,8,23,"A",16.2,83.3912903396034
415,8,23,"A",12.9,69.9073953005237
416,8,23,"A",12.5,75.2773496078856
417,8,23,"B",14.9,70.3714817246584
418,8,23,"A",16.6,73.6709047464909
419,8,23,"A",11.2,67.3974475335329
420,8,23,"B",14.7,63.1678910624297
421,8,23,"A",19.3,69.3053241221993
422,8,23,"A",15,70.174710203477
423,8,23,"A",12.6,57.6868356529724
424,8,23,"A",14.3,72.2154607080632
425,8,23,"A",19.9,86.2365327879711
426,8,23,"A",17.6,69.3404309928203
427,8,23,"B",20.3,80.8659124697797
428,8,23,"B",16,61.6721416495774
429,8,23,"A",17,82.9790058053303
430,8,23,"A",13.2,66.9426039814681
431,8,23,"B",17.8,88.9441488980805
432,8,23,"B",13.4,70.4344754885298
433,8,23,"A",9.7,79.4288779823785
434,8,23,"A",15.9,76.529093497048
435,8,23,"A",23.2,83.2826810063214
436,9,31,"A",18.7,86.1465199631663
437,9,31,"B",20.1,84.3895945120324
438,9,31,"A",16.9,70.9058402126824
439,9,31,"A",13,75.1180001942075
440,9,31,"B",14.6,76.9469896622401
441,9,31,"B",14.4,74.5833413896936
442,9,31,"A",13.6,67.5482913525993
443,9,31,"A",18.3,77.0481871954131
444,9,31,"B",10.7,73.0809024712639
445,9,31,"A",18.9,87.3474998819098
446,9,31,"A",18.9,80.7331299547645
447,9,31,"A",10.7,59.5950011549194
448,9,31,"A",18,83.0305031010516
449,9,31,"A",25.2,88.9991468248215
450,9,31,"B",13.2,78.8989730542327
451,9,31,"A",18.8,65.3885915999449
452,9,31,"A",12.3,62.4967187718709
453,9,31,"B",19.9,84.1112515307024
454,9,31,"A",16.4,63.7765201357662
455,9,31,"A",22.1,105.139529356743
456,9,31,"A",9.6,57.5856235327091
457,9,31,"A",15.2,76.3776856850199
458,9,31,"B",13.3,56.126205959948
459,9,31,"A",14.7,89.690411560989
460,9,31,"A",12.9,75.1565234502584
461,9,31,"B",12.1,64.0387432096468
462,9,31,"A",17.8,78.7890537168112
463,9,31,"A",11.1,60.9661826843875
464,9,31,"A",21.4,68.3444118883781
465,9,31,"B",10.7,57.3343295779849
466,9,31,"B",15.9,66.5586456932685
467,10,35,"A",17.6,85.530759170585
468,10,35,"A",17.8,80.4296703059758
469,10,35,"A",14.3,68.4868935357247
470,10,35,"B",15.8,71.6499371081974
471,10,35,"A",19.3,87.5281237227961
472,10,35,"B",9.7,56.5163739641601
473,10,35,"A",12.4,73.3952264215662
474,10,35,"B",16.8,67.725076706189
475,10,35,"A",13.7,76.2832303682479
476,10,35,"A",21,91.5555221039178
477,10,35,"A",18.2,73.8009904279869
478,10,35,"A",15.8,77.3546375011709
479,10,35,"A",9.5,46.6055448835398
480,10,35,"A",15.6,75.9907626687317
481,10,35,"B",14.2,73.8151961244917
482,10,35,"B",15.1,76.0550670323625
483,10,35,"B",10.8,75.9306730687579
484,10,35,"B",17.5,68.6215006042689
485,10,35,"B",11.3,78.145004854105
486,10,35,"A",14.6,64.2145847045798
487,10,35,"B",17,62.4202835239083
488,10,35,"B",12.4,86.2472981708699
489,10,35,"A",17.8,83.2315060456313
490,10,35,"B",10.2,71.4077992435669
491,10,35,"B",4.3,61.4997356531244
492,10,35,"A",17.4,74.4303067585031
493,10,35,"A",18.9,86.4194224872064
494,10,35,"A",14.4,83.087741633309
495,10,35,"A",17.5,63.7564875826443
496,10,35,"A",10.9,57.2057891115675
497,10,35,"B",15,66.7192272539159
498,10,35,"A",7.7,65.7566530740553
499,10,35,"A",20.2,61.5468512882524
500,10,35,"B",22.9,83.0905641556844
501,10,35,"B",19.8,68.0931935337121
502,11,80,"A",15.4,70.3384663962156
503,11,80,"A",15.4,60.2440762127732
504,11,80,"B",9.5,73.6136164253315
505,11,80,"A",18.7,75.8417191871156
506,11,80,"A",14.7,70.4923531040312
507,11,80,"A",12.9,81.2867615523394
508,11,80,"A",9.9,57.9314808234339
509,11,80,"A",14.4,59.2275151630335
510,11,80,"A",12.2,63.3450819903436
511,11,80,"B",14,65.7782246202772
512,11,80,"A",10.7,68.8528529152687
513,11,80,"B",22.3,80.9237450186981
514,11,80,"A",15.5,61.9604549984212
515,11,80,"B",19.8,78.2281595926844
516,11,80,"B",5.1,62.4223726558676
517,11,80,"A",13.7,59.8026392268056
518,11,80,"B",12.8,77.2078012335036
519,11,80,"A",10.7,71.7102406534429
520,11,80,"A",21.7,94.5538449581221
521,11,80,"B",9.9,62.2271286363996
522,11,80,"B",16.8,78.5808676077277
523,11,80,"B",18.9,71.3644594249023
524,11,80,"A",16.3,72.3971659790244
525,11,80,"A",12,59.5690234005619
526,11,80,"B",19.3,87.5538355395529
527,11,80,"A",16.2,62.7139201247282
528,11,80,"A",11.3,71.8675017244911
529,11,80,"A",10,59.5308346684915
530,11,80,"B",23.9,77.4664727763189
531,11,80,"A",12.8,80.8873413729282
532,11,80,"B",8.1,63.0056658407989
533,11,80,"B",17.7,79.2164829600422
534,11,80,"A",16.8,76.7560741608851
535,11,80,"A",10.1,70.37063051958
536,11,80,"B",7.8,73.4993470377285
537,11,80,"A",15.1,73.14621108952
538,11,80,"B",20.1,89.9172895572769
539,11,80,"A",18.1,58.3709400898302
540,11,80,"B",13.6,75.4409250109317
541,11,80,"B",12.2,71.6827855821112
542,11,80,"B",16.6,76.3471005192062
543,11,80,"B",16.2,75.3167954989021
544,11,80,"A",18.1,73.4889968742147
545,11,80,"A",14,66.0153914567624
546,11,80,"B",19.1,87.4151803736416
547,11,80,"A",12.2,66.8067457972112
548,11,80,"B",14.2,80.7518464761896
549,11,80,"A",18.5,74.6544896394289
550,11,80,"B",19.5,71.142150530407
551,11,80,"A",7.8,73.2724970861942
552,11,80,"A",16,73.2120789919557
553,11,80,"A",18,86.7382458634922
554,11,80,"A",9.7,54.6939721623355
555,11,80,"B",17.5,79.113344272378
556,11,80,"A",12.2,65.7743995666363
557,11,80,"B",19.6,95.0324164466675
558,11,80,"B",17.7,87.0115199485034
559,11,80,"B",18.6,82.3822787552405
560,11,80,"B",16,69.9447142185486
561,11,80,"A",19,86.3680063178104
562,11,80,"B",21.1,87.4235748536877
563,11,80,"A",23.4,73.5260315350276
564,11,80,"B",15.4,82.6037696259006
565,11,80,"A",6.6,66.756047241045
566,11,80,"B",15.7,72.0494379413305
567,11,80,"B",16.4,93.0958516699032
568,11,80,"A",14.9,79.9727877880109
569,11,80,"A",17.8,72.5885612634122
570,11,80,"B",19.6,86.8491264305944
571,11,80,"B",13.5,73.5243874348738
572,11,80,"B",14.4,70.2004352444343
573,11,80,"A",17.1,49.5528053248687
574,11,80,"B",13.3,66.4972577459331
575,11,80,"A",15.9,74.0443175307675
576,11,80,"A",7.7,67.3371600443996
577,11,80,"B",11.1,69.4710556019203
578,11,80,"A",10.2,67.1139661893754
579,11,80,"A",12.1,80.2556841461605
580,11,80,"B",12.8,68.776869009026
581,11,80,"B",17.1,67.2045522018116
582,12,51,"A",19.5,75.221781217422
583,12,51,"B",12.7,67.5758486850079
584,12,51,"A",11.6,62.8025198036129
585,12,51,"A",11.4,52.1830636258886
586,12,51,"B",13.9,75.6136629075497
587,12,51,"B",14.6,78.2322539854908
588,12,51,"B",17.5,70.3607406713723
589,12,51,"A",14.3,74.9397904136817
590,12,51,"A",7.3,58.4246242194558
591,12,51,"B",15.2,70.4369058817511
592,12,51,"A",20.3,85.282949924499
593,12,51,"B",20.4,83.9449192405733
594,12,51,"B",12.4,63.930874646896
595,12,51,"A",9.4,58.2448493407618
596,12,51,"A",25.4,92.4465041691456
597,12,51,"B",15,64.5074399865822
598,12,51,"B",15.2,67.1657021988306
599,12,51,"A",17.3,87.0148956804664
600,12,51,"A",9.1,64.9324336258555
601,12,51,"A",12.7,65.4996891272149
602,12,51,"A",9.4,54.6768691022478
603,12,51,"A",12.8,74.9384832987408
604,12,51,"A",16.1,69.7196383073482
605,12,51,"B",10.1,65.9250526499684
606,12,51,"B",18,86.5209942636375
607,12,51,"A",16.8,73.443875296696
608,12,51,"A",12,76.2491940376916
609,12,51,"A",16.5,65.5812396504801
610,12,51,"A",18.6,63.796741611684
611,12,51,"A",19.8,82.3179997579627
612,12,51,"B",14.7,81.5730270798237
613,12,51,"A",15.2,68.589212788474
614,12,51,"B",15.3,70.9089280473857
615,12,51,"B",21.4,89.5088792057687
616,12,51,"A",20.1,76.5131116736851
617,12,51,"B",18.9,69.3882278557987
618,12,51,"B",14.5,65.1438811627068
619,12,51,"A",17.1,74.2660509263923
620,12,51,"B",17.2,63.4094679107498
621,12,51,"B",11.4,73.5700243501274
622,12,51,"B",8.7,67.6419528347135
623,12,51,"B",18.2,84.0410453109354
624,12,51,"A",9.5,76.6143133927741
625,12,51,"A",15.6,81.2997265981327
626,12,51,"B",16.6,86.4839911470969
627,12,51,"A",17.9,74.0479720579663
628,12,51,"A",16.4,83.8837453654151
629,12,51,"A",12.7,58.2490941847007
630,12,51,"A",19.5,84.1579299399211
631,12,51,"B",22.6,97.163520471992
632,12,51,"A",19.1,95.109359771013
633,13,53,"A",7.9,64.1776476941414
634,13,53,"A",21.2,87.9160905169649
635,13,53,"A",15.4,64.4710480319986
636,13,53,"B",17.7,64.2799198595962
637,13,53,"B",18.1,77.0512731556609
638,13,53,"A",15.3,75.2932064207341
639,13,53,"B",15.3,71.8903918995166
640,13,53,"B",19.7,73.1308812625987
641,13,53,"B",18.5,67.9722770470775
642,13,53,"A",19.6,86.9299535443033
643,13,53,"A",25.2,95.8478392809312
644,13,53,"B",18.3,76.17689648198
645,13,53,"B",16.5,88.1987575371693
646,13,53,"A",6.8,60.3225840730602
647,13,53,"A",26.4,97.4169503506557
648,13,53,"A",13.7,65.1787715339663
649,13,53,"A",25.1,92.4961290434342
650,13,53,"B",17.1,80.9312206108803
651,13,53,"A",21.8,85.0174342867714
652,13,53,"B",15.2,81.5276107593859
653,13,53,"B",17.7,75.4827842701089
654,13,53,"A",16.5,58.7013735226397
655,13,53,"B",14.9,69.6561180384905
656,13,53,"A",15.2,78.8741491303991
657,13,53,"B",19.7,64.5571631148615
658,13,53,"A",14.8,58.4790895653951
659,13,53,"B",7.5,61.4323553851615
660,13,53,"A",14.9,73.3149507232519
661,13,53,"A",17.8,86.4524090188114
662,13,53,"A",18.1,76.6582843596337
663,13,53,"B",18.1,81.2137415293289
664,13,53,"A",8.9,65.5362668335801
665,13,53,"B",17.1,81.6059903006686
666,13,53,"B",19.5,86.5792227122617
667,13,53,"B",20.8,70.5303758883369
668,13,53,"A",14.8,66.7320362140117
669,13,53,"A",14.4,78.9493650399683
670,13,53,"A",21.6,65.0640655435872
671,13,53,"B",9,42.9490824385706
672,13,53,"B",13.9,71.9397161031343
673,13,53,"A",17.5,76.5182959638862
